,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,k proto labels,k-proto-labels
955,21.0,2.0,anything,2.0,never,working on college/university,mixed,71.0,student,whatever,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,49,49
956,24.0,1.0,anything,2.0,sometimes,working on grad,white,70.0,student,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,agnosticism,3,3
957,29.0,4.0,anything,2.0,never,graduated from grad,mixed,64.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,39,39
958,48.0,3.0,anything,2.0,never,graduated from grad,white,70.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,38,38
959,23.0,3.0,anything,2.0,never,working on grad,white,67.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,15,15
960,40.0,3.0,vegetarian,2.0,sometimes,graduated from high school,white,74.0,computer / hardware / software,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other,31,31
961,29.0,4.0,vegan,5.0,never,graduated from grad,white,62.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,36,36
962,44.0,5.0,vegetarian,2.0,never,graduated from grad,white,65.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other,37,37
963,31.0,4.0,anything,3.0,never,graduated from college/university,white,65.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other,24,24
964,42.0,5.0,anything,0.0,never,graduated from college/university,hispanic / latin,71.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,40,40
965,28.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity,13,13
966,34.0,5.0,anything,2.0,never,graduated from college/university,white,64.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,12,12
967,47.0,5.0,anything,2.0,never,graduated from college/university,mixed,67.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,38,38
968,44.0,5.0,anything,2.0,never,graduated from grad,white,67.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,37,37
969,40.0,5.0,anything,2.0,sometimes,graduated from college/university,mixed,69.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,buddhism,40,40
970,39.0,4.0,anything,2.0,never,graduated from college/university,asian,75.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,17,17
971,30.0,2.0,anything,1.0,sometimes,working on college/university,white,76.0,clerical / administrative,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,7,7
972,25.0,4.0,anything,1.0,never,graduated from college/university,asian,61.0,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,19,19
973,38.0,3.0,anything,2.0,never,graduated from college/university,asian,64.0,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,28,28
974,32.0,5.0,vegetarian,2.0,sometimes,working on grad,white,70.0,science / tech / engineering,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,45,45
975,33.0,4.0,vegetarian,1.0,never,graduated from grad,white,64.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none,24,24
976,49.0,3.0,anything,2.0,never,graduated from high school,white,68.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism,38,38
977,26.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,70.0,sales / marketing / biz dev,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,catholicism,22,22
978,33.0,5.0,anything,5.0,never,graduated from grad,white,77.0,education / academia,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism,0,0
979,31.0,2.0,anything,2.0,never,graduated from college/university,mixed,62.0,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,36,36
980,21.0,3.0,vegan,3.0,sometimes,graduated from high school,white,66.0,hospitality / travel,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,15,15
981,50.0,5.0,vegetarian,1.0,never,graduated from college/university,white,64.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,judaism,48,48
982,31.0,5.0,anything,2.0,never,graduated from college/university,asian,66.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,44,44
983,22.0,5.0,anything,2.0,sometimes,working on college/university,mixed,77.0,executive / management,whatever,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,buddhism,32,32
984,29.0,4.0,anything,2.0,never,graduated from grad,asian,60.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,36,36
985,58.0,5.0,anything,1.0,never,graduated from grad,white,67.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,4,4
986,31.0,5.0,anything,2.0,never,graduated from college/university,white,65.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,24,24
987,24.0,2.0,anything,2.0,never,working on grad,mixed,65.0,student,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,34,34
988,25.0,2.0,anything,2.0,never,graduated from college/university,white,60.0,clerical / administrative,whatever,when drinking,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,judaism,19,19
989,33.0,2.0,other,2.0,never,graduated from college/university,white,67.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,43,43
990,22.0,5.0,anything,2.0,never,graduated from high school,white,77.0,other,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none,32,32
991,24.0,3.0,anything,0.0,never,graduated from college/university,white,68.0,executive / management,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,3,3
992,25.0,1.0,anything,2.0,sometimes,working on grad,middle eastern,67.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,islam,34,34
993,22.0,4.0,anything,1.0,never,working on college/university,mixed,78.0,student,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,32,32
994,24.0,2.0,anything,0.0,never,graduated from college/university,asian,70.0,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,3,3
995,33.0,4.0,anything,2.0,sometimes,dropped out of high school,mixed,69.0,other,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,25,25
996,34.0,5.0,vegetarian,1.0,never,graduated from grad,mixed,69.0,executive / management,whatever,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,agnosticism,25,25
997,27.0,5.0,anything,2.0,never,graduated from grad,white,69.0,science / tech / engineering,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,13,13
998,34.0,5.0,anything,2.0,never,graduated from college/university,white,75.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,christianity,0,0
999,30.0,4.0,anything,3.0,never,graduated from college/university,white,74.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,0,0
1000,25.0,5.0,anything,2.0,sometimes,working on college/university,mixed,68.0,transportation,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,46,46
1001,28.0,2.0,vegetarian,2.0,never,graduated from high school,white,68.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,22,22
1002,32.0,5.0,anything,2.0,never,graduated from grad,white,72.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,27,27
1003,18.0,4.0,vegan,3.0,sometimes,working on college/university,mixed,64.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,atheism,2,2
1004,32.0,5.0,anything,0.0,never,graduated from college/university,white,70.0,hospitality / travel,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,45,45
1005,28.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,18,18
1006,56.0,4.0,vegetarian,2.0,never,graduated from college/university,asian,60.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,buddhism,35,35
1007,27.0,5.0,anything,2.0,never,graduated from college/university,white,73.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,26,26
1008,42.0,2.0,vegetarian,2.0,never,graduated from grad,white,70.0,other,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,other,40,40
1009,24.0,3.0,anything,1.0,never,graduated from college/university,white,63.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,19,19
1010,38.0,2.0,anything,2.0,never,graduated from college/university,white,71.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,17,17
1011,24.0,5.0,anything,3.0,never,graduated from college/university,white,70.0,transportation,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,3,3
1012,20.0,4.0,anything,1.0,never,working on college/university,white,68.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,10,10
1013,19.0,5.0,anything,2.0,never,working on high school,mixed,67.0,student,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,10,10
1014,27.0,5.0,anything,2.0,never,space camp,asian,68.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,13,13
1015,31.0,3.0,anything,2.0,never,graduated from grad,white,69.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,45,45
1016,21.0,2.0,vegan,2.0,never,working on college/university,white,64.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,christianity,2,2
1017,30.0,5.0,other,3.0,never,graduated from college/university,white,74.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,7,7
1018,21.0,4.0,anything,2.0,never,working on college/university,mixed,68.0,sales / marketing / biz dev,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,10,10
1019,34.0,5.0,anything,2.0,never,graduated from grad,mixed,73.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,30,30
1020,24.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,61.0,unemployed,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,none,19,19
1021,35.0,3.0,anything,3.0,never,graduated from college/university,white,70.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,25,25
1022,25.0,4.0,anything,1.0,never,working on college/university,white,67.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,46,46
1023,41.0,5.0,anything,2.0,never,graduated from high school,white,59.0,other,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity,11,11
1024,27.0,3.0,anything,2.0,never,graduated from college/university,white,67.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,22,22
1025,61.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,other,4,4
1026,28.0,3.0,anything,2.0,never,working on grad,white,73.0,student,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,7,7
1027,33.0,3.0,anything,2.0,never,working on grad,white,69.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity,25,25
1028,21.0,2.0,halal,4.0,often,space camp,mixed,73.0,student,matters,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,islam,49,49
1029,23.0,4.0,anything,2.0,never,working on grad,mixed,71.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,14,14
1030,27.0,3.0,anything,2.0,sometimes,graduated from college/university,white,74.0,science / tech / engineering,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,7,7
1031,25.0,4.0,anything,2.0,never,graduated from college/university,mixed,74.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,33,33
1032,31.0,5.0,anything,3.0,never,graduated from grad,white,74.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,0,0
1033,30.0,5.0,anything,0.0,never,graduated from grad,white,76.0,executive / management,whatever,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,other,7,7
1034,32.0,5.0,anything,3.0,never,graduated from college/university,mixed,71.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none,27,27
1035,24.0,2.0,anything,2.0,sometimes,graduated from college/university,black,67.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other,34,34
1036,23.0,3.0,anything,2.0,sometimes,working on college/university,asian,71.0,artistic / musical / writer,whatever,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,none,14,14
1037,37.0,5.0,anything,2.0,never,graduated from college/university,hispanic / latin,69.0,clerical / administrative,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,9,9
1038,35.0,5.0,anything,2.0,never,graduated from college/university,white,75.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,20,20
1039,39.0,4.0,anything,2.0,never,space camp,white,66.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,41,41
1040,55.0,5.0,vegetarian,2.0,never,graduated from college/university,white,67.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,35,35
1041,24.0,2.0,anything,0.0,never,graduated from high school,black,72.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,14,14
1042,26.0,4.0,anything,3.0,sometimes,space camp,asian,67.0,hospitality / travel,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,46,46
1043,26.0,5.0,vegetarian,2.0,never,graduated from college/university,white,71.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,26,26
1044,47.0,2.0,other,1.0,never,working on college/university,black,64.0,transportation,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,48,48
1045,28.0,3.0,anything,3.0,sometimes,graduated from grad,indian,70.0,political / government,does_not_matter,trying to quit,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,other,22,22
1046,27.0,3.0,vegan,2.0,never,working on college/university,white,70.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,22,22
1047,23.0,5.0,anything,2.0,never,working on college/university,asian,69.0,sales / marketing / biz dev,does_not_matter,sometimes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,3,3
1048,20.0,2.0,vegetarian,1.0,never,working on college/university,white,71.0,artistic / musical / writer,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,49,49
1049,38.0,5.0,anything,2.0,sometimes,graduated from high school,white,72.0,hospitality / travel,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,17,17
1050,19.0,2.0,anything,0.0,never,working on college/university,white,72.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,49,49
1051,38.0,3.0,anything,2.0,never,graduated from college/university,hispanic / latin,70.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,9,9
1052,27.0,5.0,anything,2.0,sometimes,graduated from college/university,asian,63.0,sales / marketing / biz dev,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,1,1
1053,30.0,5.0,vegetarian,2.0,never,graduated from college/university,white,68.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,other,44,44
1054,30.0,5.0,other,0.0,never,graduated from college/university,white,74.0,artistic / musical / writer,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,7,7
1055,24.0,3.0,anything,2.0,never,working on college/university,hispanic / latin,68.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,3,3
1056,37.0,5.0,anything,2.0,never,graduated from grad,white,66.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,12,12
1057,28.0,5.0,anything,2.0,never,graduated from grad,white,66.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,39,39
1058,30.0,5.0,anything,2.0,never,graduated from college/university,indian,70.0,science / tech / engineering,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,18,18
1059,24.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,mixed,63.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,19,19
1060,21.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,61.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,23,23
1061,45.0,5.0,vegetarian,2.0,never,graduated from grad,black,68.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,37,37
1062,27.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,white,68.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,13,13
1063,29.0,5.0,vegetarian,2.0,never,graduated from grad,white,62.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,judaism,36,36
1064,19.0,3.0,anything,2.0,sometimes,working on college/university,white,65.0,student,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,2,2
1065,41.0,5.0,anything,2.0,never,graduated from college/university,asian,66.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,catholicism,41,41
1066,36.0,2.0,other,2.0,never,graduated from grad,white,64.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,42,42
1067,31.0,4.0,anything,1.0,never,graduated from college/university,asian,62.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,24,24
1068,18.0,3.0,anything,0.0,never,working on high school,white,71.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,49,49
1069,24.0,5.0,anything,3.0,sometimes,working on grad,white,71.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,14,14
1070,40.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,40,40
1071,27.0,2.0,anything,3.0,sometimes,graduated from college/university,mixed,73.0,sales / marketing / biz dev,does_not_matter,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,atheism,26,26
1072,52.0,3.0,anything,2.0,never,working on college/university,black,62.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity,35,35
1073,40.0,5.0,vegetarian,1.0,never,working on grad,mixed,67.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,catholicism,41,41
1074,42.0,5.0,anything,0.0,never,graduated from college/university,white,74.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,31,31
1075,25.0,3.0,anything,2.0,never,graduated from college/university,asian,62.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,agnosticism,19,19
1076,31.0,5.0,anything,3.0,never,graduated from grad,mixed,74.0,sales / marketing / biz dev,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,0,0
1077,36.0,2.0,vegetarian,2.0,sometimes,graduated from college/university,white,63.0,clerical / administrative,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,atheism,42,42
1078,27.0,5.0,vegetarian,2.0,never,graduated from college/university,asian,64.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,christianity,1,1
1079,20.0,3.0,anything,2.0,sometimes,graduated from high school,mixed,70.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,10,10
1080,22.0,4.0,other,2.0,never,working on college/university,mixed,66.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,other,15,15
1081,22.0,5.0,vegetarian,2.0,never,graduated from college/university,white,68.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,15,15
1082,25.0,5.0,anything,2.0,never,graduated from college/university,black,70.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,26,26
1083,42.0,3.0,anything,2.0,never,graduated from college/university,white,70.0,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other,40,40
1084,19.0,5.0,anything,0.0,never,working on college/university,mixed,67.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,10,10
1085,29.0,4.0,anything,2.0,never,graduated from college/university,asian,66.0,other,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,39,39
1086,26.0,5.0,anything,2.0,sometimes,working on college/university,white,70.0,other,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,26,26
1087,31.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,27,27
1088,32.0,4.0,anything,2.0,never,graduated from grad,white,70.0,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,45,45
1089,34.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none,25,25
1090,54.0,5.0,anything,2.0,never,graduated from grad,white,72.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,29,29
1091,25.0,4.0,anything,0.0,never,graduated from college/university,white,72.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,26,26
1092,31.0,5.0,anything,3.0,never,graduated from college/university,white,72.0,entertainment / media,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,27,27
1093,67.0,3.0,anything,2.0,never,graduated from grad,mixed,68.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity,8,8
1094,39.0,5.0,anything,0.0,never,graduated from college/university,white,74.0,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,17,17
1095,35.0,5.0,anything,2.0,never,working on grad,white,72.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other,30,30
1096,38.0,3.0,anything,2.0,never,graduated from grad,white,72.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,17,17
1097,25.0,5.0,anything,2.0,sometimes,working on college/university,mixed,71.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,26,26
1098,38.0,3.0,anything,3.0,sometimes,space camp,white,71.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,9,9
1099,30.0,5.0,anything,2.0,never,graduated from grad,white,72.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,27,27
1100,33.0,3.0,anything,2.0,never,graduated from college/university,mixed,71.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,30,30
1101,29.0,4.0,anything,0.0,never,graduated from college/university,white,63.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,36,36
1102,49.0,5.0,anything,2.0,never,graduated from grad,white,66.0,law / legal services,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,agnosticism,48,48
1103,27.0,4.0,anything,2.0,never,graduated from college/university,white,71.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,26,26
1104,31.0,5.0,anything,2.0,never,graduated from college/university,white,74.0,law / legal services,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,27,27
1105,31.0,3.0,anything,2.0,never,graduated from college/university,asian,66.0,computer / hardware / software,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,43,43
1106,44.0,5.0,anything,2.0,never,graduated from college/university,white,74.0,computer / hardware / software,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,31,31
