,0
2998,11
2999,2
3000,22
3001,13
3002,13
3003,14
3004,44
3005,36
3006,45
3007,48
3008,20
3009,44
3010,8
3011,8
3012,48
3013,37
3014,47
3015,35
3016,4
3017,10
3018,32
3019,12
3020,10
3021,12
3022,33
3023,25
3024,48
3025,11
3026,1
3027,29
3028,14
3029,18
3030,23
3031,31
3032,7
3033,23
3034,15
3035,18
3036,22
3037,3
3038,17
3039,19
3040,35
3041,40
3042,22
3043,26
3044,34
3045,11
3046,14
3047,46
3048,24
3049,11
3050,24
3051,36
3052,40
3053,6
3054,8
3055,30
3056,13
3057,35
3058,33
3059,6
3060,0
3061,14
3062,39
3063,30
3064,6
3065,36
3066,39
3067,29
3068,4
3069,10
3070,41
3071,39
3072,39
3073,33
3074,3
3075,26
3076,10
3077,22
3078,26
3079,36
3080,19
3081,34
3082,36
3083,36
3084,36
3085,30
3086,28
3087,39
3088,22
3089,28
3090,20
3091,28
3092,15
3093,16
3094,36
3095,37
3096,4
3097,9
3098,28
3099,0
3100,14
3101,11
3102,4
3103,46
3104,7
3105,28
3106,11
3107,37
3108,7
3109,9
3110,17
3111,29
3112,38
3113,28
3114,15
3115,17
3116,47
3117,13
3118,26
3119,19
3120,12
3121,39
3122,36
3123,18
3124,34
3125,30
3126,25
3127,9
3128,0
3129,36
3130,12
3131,25
3132,2
3133,44
3134,5
3135,6
3136,1
3137,13
3138,37
3139,35
3140,35
3141,40
3142,12
3143,43
3144,26
3145,31
3146,41
3147,2
3148,20
3149,16
3150,43
3151,19
3152,23
3153,26
3154,23
3155,40
3156,38
3157,15
3158,38
3159,12
3160,23
3161,40
3162,43
3163,44
3164,12
3165,1
3166,49
3167,9
3168,8
3169,37
3170,25
3171,9
3172,20
3173,35
3174,25
3175,3
3176,24
3177,41
3178,48
3179,12
3180,15
3181,13
3182,18
3183,16
3184,8
3185,33
3186,15
3187,9
3188,11
3189,2
3190,12
3191,19
3192,6
3193,9
3194,2
3195,38
3196,40
3197,11
3198,35
3199,1
3200,37
3201,9
3202,16
3203,27
3204,18
3205,38
3206,13
3207,3
3208,12
3209,33
3210,45
3211,10
3212,18
3213,6
3214,36
3215,29
3216,1
3217,34
3218,46
3219,33
3220,39
3221,48
3222,29
3223,49
3224,23
3225,49
3226,40
3227,39
3228,44
3229,16
3230,36
3231,35
3232,19
3233,8
3234,41
3235,10
3236,33
3237,30
3238,33
3239,17
3240,11
3241,23
3242,43
3243,37
3244,24
3245,23
3246,26
3247,19
3248,9
3249,12
3250,2
3251,42
3252,29
3253,12
3254,2
3255,32
3256,23
3257,44
3258,31
3259,17
3260,16
3261,41
3262,33
3263,5
3264,25
3265,13
3266,46
3267,49
3268,4
3269,21
3270,11
3271,9
3272,44
3273,12
3274,28
3275,30
3276,14
3277,19
3278,11
3279,6
3280,12
3281,23
3282,32
3283,10
3284,11
3285,30
3286,20
3287,7
3288,39
3289,38
3290,35
3291,9
3292,3
3293,40
3294,9
3295,43
3296,23
3297,34
3298,39
3299,15
3300,3
3301,4
3302,31
3303,44
3304,18
3305,45
3306,12
3307,33
3308,14
3309,45
3310,49
3311,40
3312,3
3313,42
3314,26
3315,5
3316,10
3317,43
3318,47
3319,26
3320,32
3321,0
3322,17
3323,46
3324,36
3325,35
3326,16
3327,25
3328,26
3329,46
3330,9
3331,49
3332,11
3333,18
3334,11
3335,29
3336,35
3337,11
3338,20
3339,3
3340,42
3341,39
3342,33
3343,20
3344,6
3345,29
3346,30
3347,27
3348,13
3349,36
3350,4
3351,6
3352,27
3353,20
3354,30
3355,26
3356,43
3357,1
3358,41
3359,22
3360,24
3361,24
3362,27
3363,43
3364,32
3365,6
3366,32
3367,13
3368,25
3369,39
3370,46
3371,25
3372,27
3373,49
3374,3
3375,31
3376,25
3377,11
3378,20
3379,12
3380,22
3381,39
3382,38
3383,14
3384,24
3385,41
3386,26
3387,33
3388,1
3389,4
3390,25
3391,23
3392,8
3393,38
3394,1
3395,2
3396,18
3397,20
3398,6
3399,37
3400,12
3401,35
3402,20
3403,39
3404,26
3405,2
3406,3
3407,27
3408,27
3409,25
3410,41
3411,36
3412,6
3413,35
3414,25
3415,45
3416,12
3417,40
3418,17
3419,32
3420,35
3421,25
3422,29
3423,31
3424,14
3425,25
3426,9
3427,25
3428,3
3429,1
3430,28
3431,20
3432,7
3433,11
3434,47
3435,1
3436,8
3437,46
3438,20
3439,37
3440,38
3441,7
3442,25
3443,32
3444,33
3445,17
3446,44
3447,47
3448,25
3449,32
3450,31
3451,18
3452,6
3453,14
3454,9
3455,24
3456,48
3457,26
3458,38
3459,9
3460,44
3461,49
3462,27
3463,16
3464,43
3465,42
3466,4
3467,18
3468,30
3469,29
3470,38
3471,47
3472,17
3473,33
3474,33
3475,38
3476,9
3477,37
3478,32
3479,30
3480,2
3481,24
3482,13
3483,1
3484,20
3485,1
3486,48
3487,28
3488,1
3489,22
3490,28
3491,47
3492,38
3493,17
3494,13
3495,34
3496,14
3497,13
3498,39
3499,23
3500,34
3501,34
3502,10
3503,22
3504,49
3505,21
3506,24
3507,43
3508,19
3509,21
3510,9
3511,27
3512,36
3513,40
3514,49
3515,24
3516,26
3517,49
3518,12
3519,43
3520,37
3521,6
3522,36
3523,36
3524,16
3525,20
3526,27
3527,17
3528,39
3529,32
3530,41
3531,32
3532,25
3533,3
3534,39
3535,38
3536,24
3537,34
3538,22
3539,35
3540,1
3541,30
3542,23
3543,35
3544,13
3545,39
3546,13
3547,34
3548,25
3549,7
3550,11
3551,17
3552,32
3553,49
3554,44
3555,17
3556,48
3557,14
3558,19
3559,20
3560,40
3561,30
3562,37
3563,34
3564,44
3565,47
3566,14
3567,1
3568,14
3569,29
3570,45
3571,6
3572,14
3573,0
3574,41
3575,27
3576,30
3577,11
3578,41
3579,49
3580,37
3581,30
3582,12
3583,32
3584,25
3585,13
3586,30
3587,1
3588,28
3589,21
3590,17
3591,31
3592,15
3593,41
3594,11
3595,17
3596,26
3597,8
3598,32
3599,14
3600,39
3601,6
3602,47
3603,46
3604,29
3605,31
3606,43
3607,30
3608,17
3609,33
3610,13
3611,1
3612,39
3613,48
3614,44
3615,33
3616,35
3617,30
3618,17
3619,3
3620,40
3621,17
3622,35
3623,3
3624,15
3625,9
3626,34
3627,13
3628,13
3629,20
3630,17
3631,36
3632,18
3633,30
3634,30
3635,45
3636,40
3637,1
3638,27
3639,26
3640,41
3641,30
3642,27
3643,14
3644,9
3645,3
3646,49
3647,25
3648,11
3649,11
3650,46
3651,1
3652,38
3653,43
3654,30
3655,37
3656,46
3657,31
3658,27
3659,26
3660,10
3661,6
3662,7
3663,1
3664,39
3665,40
3666,39
3667,17
3668,8
3669,40
3670,3
3671,33
3672,24
3673,9
3674,10
3675,3
3676,11
3677,11
3678,30
3679,5
3680,18
3681,19
3682,34
3683,25
3684,20
3685,36
3686,39
3687,21
3688,43
3689,13
3690,39
3691,48
3692,25
3693,19
3694,19
3695,25
3696,48
3697,38
3698,39
3699,1
3700,30
3701,34
3702,40
3703,48
3704,41
3705,27
3706,29
3707,3
3708,39
3709,11
3710,26
3711,20
3712,14
3713,8
3714,15
3715,39
3716,35
3717,34
3718,31
3719,3
3720,36
3721,44
3722,10
3723,22
3724,20
3725,21
3726,26
3727,13
3728,30
3729,37
3730,36
3731,18
3732,14
3733,49
3734,25
3735,38
3736,46
3737,25
3738,12
3739,30
3740,22
3741,17
3742,12
3743,4
3744,17
3745,6
3746,34
3747,16
3748,48
3749,36
3750,28
3751,44
3752,12
3753,9
3754,30
3755,35
3756,22
3757,25
3758,24
3759,13
3760,30
3761,9
3762,15
3763,14
3764,25
3765,35
3766,19
3767,35
3768,44
3769,26
3770,29
3771,1
3772,35
3773,33
3774,47
3775,29
3776,24
3777,23
3778,39
3779,19
3780,24
3781,37
3782,3
3783,46
3784,3
3785,24
3786,48
3787,36
3788,48
3789,6
3790,7
3791,11
3792,49
3793,8
3794,32
3795,4
3796,25
3797,3
3798,42
3799,8
3800,2
3801,41
3802,12
3803,0
3804,45
3805,0
3806,8
3807,33
3808,3
3809,7
3810,49
3811,34
3812,9
3813,17
3814,26
3815,27
3816,33
3817,3
3818,9
3819,12
3820,33
3821,31
3822,23
3823,46
3824,4
3825,11
3826,25
3827,11
3828,40
3829,12
3830,11
3831,11
3832,31
3833,41
3834,43
3835,30
3836,48
3837,36
3838,40
3839,43
3840,39
3841,9
3842,8
3843,48
3844,33
3845,49
3846,28
3847,40
3848,29
3849,31
3850,11
3851,24
3852,48
3853,9
3854,15
3855,7
3856,27
3857,26
3858,45
3859,9
3860,30
3861,24
3862,2
3863,7
3864,14
3865,13
3866,17
3867,6
3868,33
3869,14
3870,35
3871,25
3872,48
3873,45
3874,38
3875,40
3876,18
3877,22
3878,8
3879,7
3880,48
3881,6
3882,40
3883,26
3884,38
3885,7
3886,17
3887,29
3888,11
3889,49
3890,17
3891,26
3892,47
3893,43
3894,48
3895,47
3896,32
3897,5
3898,2
3899,14
3900,3
3901,4
3902,11
3903,35
3904,49
3905,10
3906,25
3907,41
3908,8
3909,8
3910,10
3911,48
3912,36
3913,20
3914,14
3915,26
3916,46
3917,1
3918,40
3919,37
3920,25
3921,8
3922,11
3923,3
3924,35
3925,10
3926,4
3927,10
3928,26
3929,26
3930,42
3931,3
3932,45
3933,19
3934,27
3935,49
3936,20
3937,23
3938,31
3939,25
3940,24
3941,18
3942,11
3943,4
3944,30
3945,31
3946,32
3947,28
3948,30
3949,27
3950,46
3951,22
3952,15
3953,6
3954,33
3955,26
3956,32
3957,33
3958,33
3959,19
3960,44
3961,10
3962,16
3963,36
3964,32
3965,11
3966,13
3967,20
3968,19
3969,9
3970,23
3971,35
3972,39
3973,12
3974,8
3975,44
3976,22
3977,19
3978,35
3979,1
3980,14
3981,46
3982,34
3983,28
3984,47
3985,8
3986,21
3987,33
3988,29
3989,30
3990,23
3991,30
3992,40
3993,44
3994,22
3995,36
3996,26
3997,35
3998,41
3999,27
4000,44
4001,47
4002,32
4003,11
4004,39
4005,22
4006,35
4007,48
4008,48
4009,41
4010,10
4011,40
4012,42
4013,23
4014,2
4015,9
4016,13
4017,32
4018,23
4019,31
4020,2
4021,10
4022,5
4023,38
4024,21
4025,31
4026,21
4027,7
4028,8
4029,9
4030,48
4031,35
4032,44
4033,46
4034,39
4035,44
4036,1
4037,13
4038,28
4039,39
4040,1
4041,17
4042,22
4043,48
4044,43
4045,48
4046,40
4047,45
4048,41
4049,45
4050,16
4051,27
4052,36
4053,23
4054,3
4055,23
4056,17
4057,0
4058,32
4059,4
4060,16
4061,27
4062,28
4063,0
4064,5
4065,8
4066,35
4067,45
4068,9
4069,43
4070,9
4071,29
4072,7
4073,33
4074,1
4075,1
4076,38
4077,18
4078,49
4079,12
4080,21
4081,34
4082,8
4083,3
4084,48
4085,30
4086,6
4087,26
4088,27
4089,47
4090,10
4091,43
4092,2
4093,13
4094,12
4095,3
4096,1
4097,38
4098,24
4099,48
4100,20
4101,34
4102,18
4103,18
4104,24
4105,38
4106,32
4107,13
4108,2
4109,36
4110,44
4111,17
4112,21
4113,0
4114,2
4115,20
4116,13
4117,44
4118,33
4119,9
4120,36
4121,27
4122,43
4123,38
4124,35
4125,9
4126,7
4127,48
4128,15
4129,0
4130,30
4131,35
4132,27
4133,32
4134,25
4135,31
4136,14
4137,36
4138,49
4139,0
4140,28
4141,27
4142,48
4143,38
4144,45
4145,25
4146,25
4147,32
4148,44
4149,25
4150,13
4151,7
4152,35
4153,36
4154,22
4155,37
4156,2
4157,46
4158,6
4159,33
4160,12
4161,47
4162,13
4163,1
4164,20
4165,14
4166,45
4167,35
4168,32
4169,6
4170,8
4171,35
4172,40
4173,9
4174,44
4175,14
4176,15
4177,35
4178,29
4179,3
4180,6
4181,47
4182,39
4183,14
4184,19
4185,39
4186,41
4187,1
4188,2
4189,33
4190,41
4191,24
4192,40
4193,6
4194,13
4195,29
4196,40
4197,13
4198,25
4199,6
4200,19
4201,8
4202,34
4203,43
4204,42
4205,37
4206,23
4207,47
4208,10
4209,33
4210,40
4211,32
4212,26
4213,47
4214,15
4215,48
4216,38
4217,41
4218,38
4219,11
4220,10
4221,47
4222,24
4223,28
4224,48
4225,47
4226,30
4227,14
4228,25
4229,41
4230,6
4231,17
4232,19
4233,42
4234,44
4235,26
4236,16
4237,8
4238,23
4239,28
4240,20
4241,0
4242,25
4243,19
4244,0
4245,11
4246,36
4247,12
4248,22
4249,25
4250,20
4251,44
4252,17
4253,12
4254,18
4255,49
4256,6
4257,2
4258,1
4259,33
4260,13
4261,41
4262,49
4263,0
4264,14
4265,0
4266,40
4267,29
4268,30
4269,16
4270,25
4271,27
4272,11
4273,41
4274,22
4275,29
4276,34
4277,15
4278,10
4279,33
4280,29
4281,7
4282,11
4283,16
4284,43
4285,17
4286,26
4287,13
4288,40
4289,34
4290,36
4291,30
4292,20
4293,1
4294,30
4295,2
4296,31
4297,32
4298,31
4299,41
4300,38
4301,38
4302,17
4303,39
4304,7
4305,48
4306,44
4307,27
4308,29
4309,8
4310,44
4311,10
4312,40
4313,5
4314,33
4315,48
4316,7
4317,25
4318,29
4319,36
4320,25
4321,38
4322,6
4323,20
4324,14
4325,31
4326,33
4327,29
4328,6
4329,36
4330,8
4331,25
4332,8
4333,33
4334,1
4335,11
4336,41
4337,49
4338,6
4339,1
4340,13
4341,10
4342,7
4343,3
4344,38
4345,8
4346,34
4347,10
4348,14
4349,4
4350,17
4351,18
4352,42
4353,26
4354,25
4355,2
4356,44
4357,11
4358,26
4359,27
4360,18
4361,6
4362,7
4363,16
4364,9
4365,9
4366,48
4367,23
4368,46
4369,41
4370,23
4371,5
4372,36
4373,14
4374,5
4375,12
4376,19
4377,42
4378,4
4379,21
4380,48
4381,40
4382,26
4383,37
4384,34
4385,13
4386,28
4387,20
4388,45
4389,25
4390,24
4391,27
4392,8
4393,45
4394,32
4395,12
4396,7
4397,23
4398,28
4399,43
4400,24
4401,43
4402,7
4403,19
4404,39
4405,12
4406,40
4407,27
4408,45
4409,0
4410,31
4411,3
4412,32
4413,43
4414,28
4415,12
4416,2
4417,27
4418,32
4419,0
4420,20
4421,36
4422,34
4423,23
4424,26
4425,38
4426,18
4427,30
4428,34
4429,0
4430,8
4431,40
4432,35
4433,25
4434,30
4435,33
4436,35
4437,9
4438,1
4439,32
4440,9
4441,20
4442,10
4443,42
4444,40
4445,45
4446,32
4447,11
4448,42
4449,35
4450,22
4451,40
4452,45
4453,9
4454,16
4455,5
4456,23
4457,30
4458,9
4459,40
4460,20
4461,1
4462,26
4463,12
4464,6
4465,37
4466,35
4467,22
4468,35
4469,45
4470,6
4471,47
4472,1
4473,20
4474,23
4475,39
4476,24
4477,14
4478,42
4479,3
4480,14
4481,9
4482,17
4483,22
4484,13
4485,45
4486,14
4487,9
4488,17
4489,4
4490,48
4491,11
4492,8
4493,43
4494,43
4495,12
4496,9
4497,22
4498,24
4499,25
4500,3
4501,24
4502,12
4503,38
4504,26
4505,13
4506,44
4507,13
4508,47
4509,42
4510,37
4511,17
4512,14
4513,36
4514,26
4515,11
4516,10
4517,17
4518,13
4519,33
4520,6
4521,1
4522,44
4523,6
4524,28
4525,18
4526,23
4527,17
4528,40
4529,48
4530,24
4531,47
4532,27
4533,11
4534,14
4535,44
4536,32
4537,48
4538,10
4539,27
4540,30
4541,1
4542,1
4543,3
4544,34
4545,47
4546,44
4547,23
4548,10
4549,39
4550,16
4551,49
4552,31
4553,10
4554,6
4555,4
4556,1
4557,13
4558,40
4559,34
4560,22
4561,14
4562,4
4563,6
4564,7
4565,41
4566,22
4567,16
4568,38
4569,4
4570,49
4571,41
4572,21
4573,30
4574,9
4575,46
4576,35
4577,1
4578,48
4579,27
4580,17
4581,1
4582,7
4583,8
4584,2
4585,30
4586,5
4587,30
4588,40
4589,14
4590,47
4591,22
4592,36
4593,20
4594,24
4595,19
4596,26
4597,1
4598,3
4599,41
4600,48
4601,38
4602,1
4603,1
4604,20
4605,27
4606,37
4607,47
4608,8
4609,3
4610,23
4611,37
4612,7
4613,0
4614,7
4615,47
4616,40
4617,33
4618,23
4619,44
4620,13
4621,3
4622,1
4623,13
4624,10
4625,12
4626,22
4627,35
4628,17
4629,40
4630,23
4631,8
4632,19
4633,14
4634,24
4635,6
4636,48
4637,1
4638,14
4639,23
4640,23
4641,39
4642,9
4643,47
4644,35
4645,3
4646,33
4647,25
4648,49
4649,37
4650,26
4651,16
4652,32
4653,6
4654,23
4655,18
4656,14
4657,8
4658,17
4659,27
4660,30
4661,16
4662,25
4663,14
4664,45
4665,48
4666,37
4667,14
4668,39
4669,40
4670,26
4671,33
4672,33
4673,15
4674,6
4675,49
4676,23
4677,36
4678,30
4679,14
4680,25
4681,13
4682,11
4683,46
4684,14
4685,26
4686,24
4687,32
4688,36
4689,29
4690,16
4691,3
4692,30
4693,4
4694,2
4695,9
4696,11
4697,45
4698,13
4699,25
4700,29
4701,37
4702,46
4703,23
4704,1
4705,28
4706,16
4707,23
4708,7
4709,43
4710,37
4711,23
4712,45
4713,33
4714,1
4715,28
4716,1
4717,11
4718,31
4719,9
4720,49
4721,17
4722,36
4723,9
4724,2
4725,25
4726,29
4727,6
4728,20
4729,26
4730,15
4731,12
4732,35
4733,9
4734,32
4735,2
4736,25
4737,15
4738,29
4739,25
4740,47
4741,12
4742,4
4743,17
4744,6
4745,12
4746,35
4747,17
4748,15
4749,33
4750,2
4751,23
4752,25
4753,8
4754,18
4755,2
4756,0
4757,7
4758,11
4759,26
4760,4
4761,9
4762,24
4763,28
4764,5
4765,46
4766,32
4767,36
4768,0
4769,8
4770,29
4771,41
4772,12
4773,31
4774,37
4775,26
4776,37
4777,38
4778,49
4779,19
4780,39
4781,45
4782,40
4783,2
4784,33
4785,40
4786,0
4787,46
4788,36
4789,32
4790,1
4791,28
4792,30
4793,44
4794,23
4795,25
4796,23
4797,34
4798,14
4799,30
4800,16
4801,27
4802,1
4803,28
4804,44
4805,33
4806,26
4807,46
4808,31
4809,10
4810,45
4811,19
4812,49
4813,3
4814,26
4815,18
4816,18
4817,28
4818,24
4819,3
4820,35
4821,12
4822,29
4823,22
4824,40
4825,19
4826,22
4827,25
4828,41
4829,4
4830,12
4831,25
4832,27
4833,14
4834,12
4835,2
4836,37
4837,44
4838,26
4839,26
4840,15
4841,4
4842,4
4843,7
4844,35
4845,37
4846,38
4847,29
4848,14
4849,8
4850,35
4851,21
4852,20
4853,19
4854,32
4855,13
4856,34
4857,46
4858,31
4859,42
4860,40
4861,42
4862,31
4863,40
4864,29
4865,20
4866,21
4867,46
4868,2
4869,48
4870,30
4871,48
4872,10
4873,18
4874,9
4875,40
4876,24
4877,49
4878,21
4879,30
4880,27
4881,43
4882,12
4883,6
4884,33
4885,18
4886,40
4887,9
4888,20
4889,23
4890,28
4891,0
4892,11
4893,26
4894,36
4895,40
4896,13
4897,13
4898,23
4899,42
4900,13
4901,37
4902,32
4903,4
4904,17
4905,45
4906,32
4907,17
4908,44
4909,40
4910,1
4911,34
4912,12
4913,39
4914,1
4915,19
4916,14
4917,44
4918,6
4919,20
4920,28
4921,40
4922,27
4923,17
4924,33
4925,43
4926,27
4927,23
4928,35
4929,34
4930,38
4931,35
4932,9
4933,30
4934,13
4935,29
4936,32
4937,30
4938,40
4939,49
4940,41
4941,22
4942,33
4943,45
4944,48
4945,5
4946,11
4947,11
4948,40
4949,49
4950,40
4951,36
4952,48
4953,46
4954,16
4955,37
4956,10
4957,9
4958,42
4959,43
4960,43
4961,3
4962,6
4963,13
4964,27
4965,3
4966,9
4967,22
4968,8
4969,4
4970,20
4971,6
4972,23
4973,3
4974,6
4975,38
4976,26
4977,27
4978,38
4979,23
4980,6
4981,30
4982,38
4983,3
4984,8
4985,10
4986,1
4987,7
4988,3
4989,3
4990,45
4991,27
4992,23
4993,45
4994,1
4995,39
4996,23
4997,35
4998,32
4999,0
5000,34
5001,49
5002,28
5003,48
5004,36
5005,7
5006,11
5007,37
5008,7
5009,34
5010,38
5011,11
5012,27
5013,32
5014,39
5015,7
5016,2
5017,46
5018,4
5019,48
5020,17
5021,40
5022,40
5023,14
5024,15
5025,45
5026,33
5027,6
5028,27
5029,30
5030,33
5031,2
5032,19
5033,16
5034,4
5035,37
5036,26
5037,8
5038,18
5039,25
5040,30
5041,48
5042,34
5043,20
5044,26
5045,23
5046,9
5047,14
5048,18
5049,38
5050,35
5051,27
5052,43
5053,26
5054,0
5055,47
5056,40
5057,27
5058,37
5059,34
5060,1
5061,15
5062,31
5063,41
5064,9
5065,0
5066,21
5067,45
5068,28
5069,25
5070,30
5071,3
5072,24
5073,1
5074,13
5075,48
5076,9
5077,40
5078,49
5079,10
5080,33
5081,48
5082,34
5083,30
5084,38
5085,13
5086,27
5087,23
5088,27
5089,26
5090,24
5091,24
5092,19
5093,10
5094,13
5095,24
5096,44
5097,9
5098,31
5099,10
5100,27
5101,23
5102,41
5103,0
5104,11
5105,41
5106,35
5107,43
5108,37
5109,25
5110,36
5111,30
5112,12
5113,44
5114,10
5115,6
5116,9
5117,10
5118,48
5119,8
5120,43
5121,30
5122,7
5123,40
5124,11
5125,1
5126,14
5127,49
5128,23
5129,10
5130,40
5131,23
5132,28
5133,23
5134,13
5135,16
5136,33
5137,19
5138,9
5139,8
5140,48
5141,33
5142,17
5143,10
5144,18
5145,2
5146,2
5147,28
5148,49
5149,20
5150,13
5151,34
5152,44
5153,14
5154,23
5155,1
5156,35
5157,29
5158,13
5159,20
5160,6
5161,25
5162,24
5163,8
5164,8
5165,6
5166,26
5167,6
5168,44
5169,20
5170,6
5171,17
5172,4
5173,28
5174,6
5175,13
5176,28
5177,14
5178,8
5179,49
5180,3
5181,11
5182,11
5183,43
5184,38
5185,27
5186,33
5187,12
5188,33
5189,32
5190,7
5191,23
5192,12
5193,6
5194,33
5195,1
5196,29
5197,2
5198,47
5199,41
5200,13
5201,21
5202,24
5203,22
5204,14
5205,17
5206,26
5207,15
5208,13
5209,33
5210,42
5211,0
5212,28
5213,19
5214,15
5215,38
5216,11
5217,3
5218,39
5219,6
5220,49
5221,20
5222,8
5223,18
5224,20
5225,12
5226,15
5227,20
5228,41
5229,43
5230,30
5231,7
5232,25
5233,23
5234,25
5235,11
5236,36
5237,34
5238,32
5239,28
5240,25
5241,47
5242,8
5243,6
5244,23
5245,26
5246,23
5247,49
5248,49
5249,37
5250,23
5251,47
5252,0
5253,8
5254,6
5255,20
5256,34
5257,10
5258,32
5259,14
5260,25
5261,9
5262,14
5263,46
5264,7
5265,44
5266,41
5267,27
5268,3
5269,33
5270,14
5271,22
5272,3
5273,38
5274,16
5275,2
5276,9
5277,18
5278,8
5279,39
5280,6
5281,35
5282,17
5283,30
5284,14
5285,8
5286,36
5287,15
5288,49
5289,3
5290,36
5291,28
5292,22
5293,33
5294,3
5295,30
5296,16
5297,4
5298,7
5299,14
5300,23
5301,40
5302,36
5303,12
5304,10
5305,24
5306,22
5307,19
5308,23
5309,40
5310,11
5311,6
5312,12
5313,35
5314,26
5315,34
5316,14
5317,35
5318,25
5319,34
5320,20
5321,23
5322,2
5323,20
5324,20
5325,16
5326,42
5327,49
5328,26
5329,1
5330,25
5331,7
5332,10
5333,36
5334,25
5335,25
5336,7
5337,9
5338,39
5339,22
5340,31
5341,48
5342,41
5343,35
5344,41
5345,48
5346,42
5347,26
5348,37
5349,2
5350,24
5351,7
5352,6
5353,2
5354,32
5355,9
5356,14
5357,18
5358,43
5359,0
5360,7
5361,36
5362,21
5363,13
5364,33
5365,37
5366,36
5367,30
5368,18
5369,45
5370,11
5371,3
5372,14
5373,41
5374,30
5375,38
5376,43
5377,26
5378,48
5379,17
5380,37
5381,26
5382,18
5383,15
5384,19
5385,0
5386,8
5387,39
5388,14
5389,28
5390,32
5391,20
5392,39
5393,13
5394,13
5395,42
5396,23
5397,20
5398,42
5399,11
5400,39
5401,31
5402,10
5403,37
5404,1
5405,42
5406,12
5407,15
5408,41
5409,36
5410,49
5411,1
5412,3
5413,35
5414,27
5415,35
5416,11
5417,8
5418,9
5419,22
5420,36
5421,27
5422,33
5423,29
5424,0
5425,41
5426,14
5427,15
5428,45
5429,14
5430,14
5431,46
5432,23
5433,15
5434,30
5435,16
5436,0
5437,13
5438,13
5439,7
5440,30
5441,21
5442,33
5443,40
5444,31
5445,41
5446,3
5447,20
5448,33
5449,40
5450,0
5451,14
5452,34
5453,39
5454,36
5455,32
5456,4
5457,6
5458,23
5459,20
5460,11
5461,31
5462,7
5463,37
5464,21
5465,12
5466,18
5467,32
5468,4
5469,19
5470,13
5471,6
5472,44
5473,30
5474,8
5475,26
5476,26
5477,37
5478,49
5479,33
5480,44
5481,48
5482,1
5483,21
5484,40
5485,48
5486,11
5487,15
5488,32
5489,0
5490,20
5491,22
5492,47
5493,32
5494,13
5495,32
5496,3
5497,28
5498,44
5499,40
5500,2
5501,22
5502,35
5503,39
5504,46
5505,17
5506,48
5507,1
5508,29
5509,41
5510,45
5511,3
5512,8
5513,33
5514,23
5515,0
5516,2
5517,33
5518,30
5519,7
5520,2
5521,41
5522,49
5523,26
5524,34
5525,15
5526,42
5527,2
5528,23
5529,32
5530,46
5531,10
5532,37
5533,7
5534,40
5535,29
5536,39
5537,5
5538,1
5539,34
5540,6
5541,9
5542,2
5543,37
5544,13
5545,26
5546,24
5547,33
5548,23
5549,13
5550,42
5551,4
5552,12
5553,26
5554,39
5555,22
5556,16
5557,41
5558,39
5559,40
5560,17
5561,29
5562,20
5563,6
5564,22
5565,4
5566,17
5567,39
5568,37
5569,26
5570,45
5571,15
5572,31
5573,47
5574,9
5575,38
5576,31
5577,30
5578,26
5579,14
5580,43
5581,29
5582,19
5583,20
5584,22
5585,33
5586,23
5587,30
5588,30
5589,47
5590,18
5591,15
5592,46
5593,48
5594,37
5595,16
5596,42
5597,28
5598,16
5599,40
5600,39
5601,7
5602,4
5603,40
5604,27
5605,49
5606,4
5607,11
5608,13
5609,7
5610,26
5611,44
5612,8
5613,2
5614,29
5615,17
5616,39
5617,26
5618,13
5619,17
5620,22
5621,35
5622,1
5623,31
5624,49
5625,30
5626,27
5627,25
5628,24
5629,8
5630,7
5631,18
5632,43
5633,0
5634,24
5635,10
5636,1
5637,26
5638,22
5639,23
5640,38
5641,24
5642,25
5643,35
5644,11
5645,7
5646,15
5647,42
5648,24
5649,49
5650,3
5651,9
5652,20
5653,20
5654,5
5655,0
5656,1
5657,23
5658,8
5659,16
5660,20
5661,38
5662,17
5663,27
5664,49
5665,48
5666,36
5667,19
5668,18
5669,4
5670,16
5671,10
5672,24
5673,33
5674,48
5675,22
5676,3
5677,13
5678,35
5679,7
5680,11
5681,39
5682,34
5683,35
5684,31
5685,41
5686,38
5687,13
5688,41
5689,14
5690,8
5691,39
5692,6
5693,3
5694,4
5695,40
5696,20
5697,6
5698,44
5699,19
5700,11
5701,19
5702,30
5703,22
5704,1
5705,16
5706,30
5707,8
5708,12
5709,7
5710,36
5711,32
5712,35
5713,24
5714,6
5715,11
5716,15
5717,36
5718,6
5719,0
5720,24
5721,17
5722,33
5723,13
5724,36
5725,37
5726,41
5727,1
5728,6
5729,3
5730,10
5731,19
5732,8
5733,24
5734,41
5735,49
5736,20
5737,11
5738,33
5739,40
5740,23
5741,31
5742,20
5743,35
5744,37
5745,30
5746,41
5747,40
5748,16
5749,44
5750,25
5751,25
5752,25
5753,7
5754,25
5755,13
5756,14
5757,32
5758,24
5759,49
5760,24
5761,30
5762,38
5763,31
5764,44
5765,9
5766,41
5767,23
5768,7
5769,4
5770,31
5771,13
5772,40
5773,47
5774,12
5775,8
5776,22
5777,20
5778,4
5779,34
5780,13
5781,18
5782,48
5783,15
5784,25
5785,42
5786,47
5787,11
5788,33
5789,27
5790,18
5791,0
5792,32
5793,49
5794,28
5795,27
5796,32
